customer_id,name,email,phone,age,sex,join_date,leave_date,churn_flag,subscription_plan,city,zip_code,last_login_date
402,Emily Johnson,emily.johnson42@hotmail.com,+1-945-520-9398,32,Female,2018-06-12,2019-04-11,1,Free,Pori,82514,2020-02-12
403,Alex Johnson,alex.johnson14@hotmail.com,+1-688-550-1788,68,Other,2021-03-04,,0,Basic,Oulu,24349,2022-12-12
404,Jane Rodriguez,jane.rodriguez5@gmail.com,+1-456-642-2995,28,Male,2019-09-01,2023-08-22,1,Enterprise,Tampere,98284,2023-06-08
405,Linda Johnson,linda.johnson95@yahoo.com,+1-993-494-4597,66,Female,2020-01-20,,0,Enterprise,Oulu,85850,2022-11-09
406,Robert Williams,robert.williams53@yahoo.com,+1-405-996-9455,68,Female,2025-02-19,,0,Basic,Helsinki,19069,2025-03-08
407,Robert Williams,robert.williams46@hotmail.com,+1-450-309-2273,70,Male,2020-11-05,,0,Premium,Pori,34053,2022-02-23
408,Laura Rodriguez,laura.rodriguez13@yahoo.com,+1-355-229-5730,34,Female,2020-01-18,,0,Free,Pori,12554,2024-03-03
409,Jane Wilson,jane.wilson8@example.com,+1-243-517-7156,34,Male,2015-11-23,,0,Enterprise,Pori,85378,2016-08-24
410,Jane Garcia,jane.garcia70@hotmail.com,+1-593-588-9609,19,Female,2021-12-30,,0,Basic,Jyväskylä,53889,2022-11-18
411,Emily Brown,emily.brown37@example.com,+1-996-682-5868,30,Other,2021-12-26,,0,Basic,Oulu,96947,2024-04-03
412,Jane Johnson,jane.johnson30@example.com,+1-231-721-2581,70,Male,2017-06-19,2018-10-19,1,Premium,Lahti,94183,2022-12-31
413,Robert Williams,robert.williams2@gmail.com,+1-519-256-9632,70,Female,2016-09-27,2025-03-10,1,Basic,Pori,87215,2024-02-25
414,Robert Garcia,robert.garcia91@example.com,+1-414-729-9250,44,Other,2024-11-04,,0,Premium,Helsinki,79493,2025-04-24
415,Laura Brown,laura.brown82@gmail.com,+1-514-286-6791,73,Male,2024-04-14,,0,Basic,Turku,81076,2025-01-22
416,Alex Miller,alex.miller80@example.com,+1-750-781-8199,71,Other,2018-11-28,2021-03-26,1,Enterprise,Tampere,75112,2021-06-19
417,Jane Davis,jane.davis75@gmail.com,+1-429-398-8610,18,Other,2019-04-26,,0,Free,Espoo,49697,2019-08-12
418,Linda Garcia,linda.garcia72@example.com,+1-906-953-6522,80,Female,2017-12-16,,0,Premium,Espoo,83741,2024-04-09
419,Laura Miller,laura.miller5@gmail.com,+1-201-217-8653,22,Other,2020-12-23,2022-02-24,1,Basic,Tampere,34374,2025-02-24
420,David Williams,david.williams31@example.com,+1-903-819-3800,19,Other,2017-03-20,,0,Free,Tampere,76663,2023-01-12
421,David Williams,david.williams59@gmail.com,+1-977-345-2674,60,Female,2018-02-20,,0,Free,Tampere,09326,2023-04-01
422,Laura Johnson,laura.johnson83@example.com,+1-788-278-6332,44,Male,2024-08-17,,0,Basic,Kuopio,86352,2025-02-06
423,Robert Wilson,robert.wilson55@yahoo.com,+1-507-919-6354,48,Female,2015-04-28,2015-08-14,1,Premium,Espoo,02359,2017-10-08
424,David Rodriguez,david.rodriguez62@gmail.com,+1-433-227-8070,48,Female,2024-03-25,,0,Enterprise,Pori,75064,2024-08-18
425,Robert Wilson,robert.wilson35@example.com,+1-457-992-1332,62,Male,2015-09-24,2024-08-28,1,Free,Vantaa,78895,2019-05-14
426,Linda Rodriguez,linda.rodriguez3@hotmail.com,+1-432-804-1369,80,Other,2016-05-29,,0,Enterprise,Turku,73116,2019-08-07
427,David Davis,david.davis57@hotmail.com,+1-471-462-3457,31,Female,2018-03-11,,0,Enterprise,Kuopio,01333,2024-04-21
428,John Davis,john.davis77@example.com,+1-375-944-6755,38,Other,2017-10-13,,0,Basic,Turku,98806,2020-11-13
429,Laura Rodriguez,laura.rodriguez76@gmail.com,+1-375-971-5102,64,Male,2016-10-05,2022-06-07,1,Basic,Pori,61533,2016-12-28
430,Robert Johnson,robert.johnson46@hotmail.com,+1-793-968-6262,70,Female,2019-05-19,,0,Free,Espoo,08513,2025-02-19
431,Emily Smith,emily.smith71@hotmail.com,+1-803-989-1936,27,Male,2019-10-16,,0,Enterprise,Espoo,40456,2023-01-15
432,Robert Miller,robert.miller54@example.com,+1-856-936-3522,54,Female,2016-03-21,,0,Enterprise,Lahti,00752,2017-12-01
433,Jane Williams,jane.williams24@gmail.com,+1-871-761-4565,75,Other,2020-08-06,,0,Free,Espoo,19551,2021-10-09
434,Laura Johnson,laura.johnson47@hotmail.com,+1-834-430-2895,78,Female,2020-07-06,,0,Free,Vantaa,81090,2024-09-12
435,David Miller,david.miller56@yahoo.com,+1-753-552-5010,73,Other,2020-04-22,,0,Premium,Jyväskylä,23443,2025-02-10
436,Sarah Rodriguez,sarah.rodriguez31@example.com,+1-577-591-5194,46,Female,2016-01-12,2019-05-05,1,Enterprise,Helsinki,19272,2020-12-20
437,Linda Johnson,linda.johnson91@hotmail.com,+1-220-635-5044,76,Male,2017-09-28,2024-09-16,1,Enterprise,Turku,45007,2018-09-25
438,Sarah Brown,sarah.brown75@gmail.com,+1-293-603-5160,43,Male,2023-06-14,,0,Free,Helsinki,22039,2023-12-31
439,Laura Williams,laura.williams30@gmail.com,+1-397-933-8825,67,Male,2023-06-22,,0,Premium,Turku,87152,2024-02-22
440,John Garcia,john.garcia68@yahoo.com,+1-447-280-2893,67,Female,2021-11-02,,0,Free,Vantaa,75664,2024-01-04
441,Linda Rodriguez,linda.rodriguez50@hotmail.com,+1-732-389-2882,74,Male,2017-03-31,2018-01-06,1,Free,Turku,50239,2023-02-13
442,Linda Johnson,linda.johnson80@yahoo.com,+1-662-345-3119,34,Female,2021-09-28,,0,Basic,Vantaa,39209,2022-08-13
443,Linda Williams,linda.williams2@hotmail.com,+1-788-281-6928,58,Male,2025-02-24,,0,Basic,Espoo,31624,2025-04-24
444,Jane Williams,jane.williams49@gmail.com,+1-576-557-9427,28,Other,2023-02-22,2024-12-19,1,Enterprise,Turku,21238,2023-06-22
445,Laura Rodriguez,laura.rodriguez79@gmail.com,+1-816-420-9073,24,Other,2022-02-13,,0,Basic,Lahti,48994,2023-06-19
446,Linda Brown,linda.brown24@example.com,+1-639-255-1943,67,Male,2016-08-09,2020-05-11,1,Premium,Pori,04832,2022-05-05
447,John Davis,john.davis38@yahoo.com,+1-395-445-1003,49,Other,2023-05-19,,0,Premium,Espoo,25980,2024-06-11
448,Emily Johnson,emily.johnson12@hotmail.com,+1-642-387-1054,50,Female,2019-10-24,2021-05-05,1,Enterprise,Lahti,41839,2021-10-20
449,Michael Garcia,michael.garcia41@hotmail.com,+1-594-626-2078,39,Male,2018-08-08,,0,Basic,Espoo,14682,2021-06-11
450,David Jones,david.jones79@yahoo.com,+1-251-956-7663,80,Female,2020-12-11,,0,Premium,Pori,94912,2023-08-24
451,Alex Jones,alex.jones80@hotmail.com,+1-917-520-7386,56,Male,2025-02-08,2025-04-08,1,Free,Kuopio,98052,2025-03-28
452,Sarah Williams,sarah.williams96@example.com,+1-905-581-9160,79,Male,2018-02-09,,0,Basic,Helsinki,50912,2023-09-15
453,Laura Jones,laura.jones12@yahoo.com,+1-922-401-8202,32,Other,2022-08-18,,0,Enterprise,Turku,49613,2024-04-20
454,Laura Smith,laura.smith20@yahoo.com,+1-574-816-9167,63,Female,2023-04-12,,0,Basic,Vantaa,71372,2025-03-21
455,Emily Smith,emily.smith61@gmail.com,+1-964-262-8847,58,Female,2023-05-08,,0,Enterprise,Lahti,94149,2023-08-08
456,Emily Wilson,emily.wilson56@yahoo.com,+1-989-793-5592,24,Female,2024-09-30,,0,Free,Kuopio,12883,2025-04-04
457,Alex Garcia,alex.garcia38@example.com,+1-741-837-7670,45,Male,2015-04-13,,0,Premium,Jyväskylä,46617,2022-01-31
458,Robert Smith,robert.smith97@gmail.com,+1-509-906-2113,28,Other,2023-02-13,,0,Enterprise,Kuopio,11949,2024-02-08
459,Michael Wilson,michael.wilson57@yahoo.com,+1-468-378-3053,28,Other,2021-06-13,2023-10-19,1,Enterprise,Vantaa,48641,2024-05-05
460,Alex Johnson,alex.johnson26@yahoo.com,+1-444-387-5886,62,Male,2016-11-22,2023-10-01,1,Basic,Vantaa,39323,2021-07-09
461,Jane Brown,jane.brown13@example.com,+1-644-903-2599,77,Male,2022-12-13,,0,Enterprise,Pori,99754,2023-12-11
462,Emily Williams,emily.williams94@yahoo.com,+1-345-744-3973,27,Female,2024-12-20,,0,Enterprise,Jyväskylä,90401,2025-01-04
463,Alex Garcia,alex.garcia1@yahoo.com,+1-979-585-4095,64,Other,2021-08-28,,0,Free,Pori,70203,2024-11-04
464,Jane Johnson,jane.johnson74@hotmail.com,+1-417-741-2640,54,Other,2025-02-13,,0,Premium,Jyväskylä,95455,2025-04-05
465,John Miller,john.miller5@yahoo.com,+1-874-925-5334,62,Female,2021-12-18,,0,Premium,Vantaa,51660,2023-07-11
466,Alex Johnson,alex.johnson63@example.com,+1-486-410-1784,53,Other,2021-08-23,,0,Free,Espoo,50763,2023-05-28
467,David Brown,david.brown83@example.com,+1-928-394-1321,67,Male,2015-06-13,2016-11-28,1,Premium,Turku,34960,2018-07-06
468,Sarah Davis,sarah.davis4@hotmail.com,+1-483-489-6473,43,Female,2017-06-02,,0,Free,Vantaa,03784,2018-12-17
469,Alex Williams,alex.williams55@gmail.com,+1-542-944-8878,21,Male,2022-02-08,,0,Premium,Turku,49528,2022-06-17
470,David Jones,david.jones53@gmail.com,+1-647-522-7074,31,Female,2017-09-10,2020-09-07,1,Basic,Turku,65926,2022-11-02
471,Laura Jones,laura.jones41@hotmail.com,+1-497-868-3051,48,Male,2016-06-07,2018-11-16,1,Premium,Oulu,40843,2025-04-20
472,Michael Wilson,michael.wilson26@example.com,+1-727-863-9767,54,Male,2017-05-31,,0,Basic,Vantaa,35029,2022-10-29
473,Sarah Brown,sarah.brown14@yahoo.com,+1-817-807-2389,69,Female,2017-08-16,,0,Basic,Turku,24444,2020-12-28
474,Emily Jones,emily.jones38@hotmail.com,+1-878-606-6447,33,Other,2019-11-18,,0,Free,Oulu,26969,2022-03-05
475,Linda Brown,linda.brown31@example.com,+1-738-908-1410,52,Female,2018-05-07,,0,Premium,Espoo,98360,2019-12-23
476,Emily Williams,emily.williams76@gmail.com,+1-513-659-6078,30,Other,2018-09-19,,0,Enterprise,Lahti,36371,2018-10-04
477,Sarah Johnson,sarah.johnson56@gmail.com,+1-680-502-5251,51,Male,2025-03-13,,0,Basic,Kuopio,97896,2025-04-18
478,Michael Garcia,michael.garcia50@example.com,+1-467-221-8790,59,Male,2016-09-24,,0,Premium,Kuopio,70002,2022-04-19
479,Emily Wilson,emily.wilson82@hotmail.com,+1-538-701-5186,44,Male,2021-02-17,,0,Basic,Lahti,63102,2024-02-18
480,Laura Brown,laura.brown89@gmail.com,+1-983-968-8153,44,Male,2023-05-29,,0,Basic,Espoo,57972,2024-06-18
481,Laura Smith,laura.smith80@hotmail.com,+1-494-501-5382,67,Male,2018-07-13,,0,Enterprise,Tampere,01447,2020-10-16
482,Emily Rodriguez,emily.rodriguez43@gmail.com,+1-495-538-7538,30,Female,2025-01-11,,0,Premium,Jyväskylä,04213,2025-02-10
483,David Jones,david.jones40@yahoo.com,+1-233-787-6966,22,Male,2015-08-10,2019-04-06,1,Premium,Kuopio,76023,2024-09-02
484,Michael Brown,michael.brown10@example.com,+1-895-378-9144,57,Other,2023-06-22,,0,Premium,Oulu,50469,2023-12-14
485,David Jones,david.jones39@yahoo.com,+1-601-988-2768,74,Male,2021-08-24,2021-08-27,1,Enterprise,Helsinki,56490,2022-10-23
486,Sarah Garcia,sarah.garcia72@example.com,+1-938-532-9213,49,Male,2018-01-20,2018-09-17,1,Free,Espoo,75987,2022-05-08
487,Emily Smith,emily.smith86@yahoo.com,+1-423-695-8599,79,Male,2015-10-16,,0,Free,Espoo,46161,2022-12-06
488,Linda Johnson,linda.johnson67@yahoo.com,+1-589-821-9544,37,Male,2024-08-09,2024-12-31,1,Free,Vantaa,11244,2025-01-01
489,Michael Jones,michael.jones61@yahoo.com,+1-898-437-3030,34,Female,2016-12-08,,0,Basic,Espoo,17069,2022-05-27
490,John Rodriguez,john.rodriguez43@yahoo.com,+1-927-911-9119,43,Female,2015-01-14,2022-02-06,1,Premium,Lahti,33022,2016-12-27
491,Laura Smith,laura.smith20@example.com,+1-242-845-9975,60,Male,2022-03-21,,0,Enterprise,Pori,87055,2025-01-23
492,Michael Williams,michael.williams4@hotmail.com,+1-767-413-6638,36,Male,2015-04-05,,0,Basic,Helsinki,55935,2017-04-14
493,David Williams,david.williams76@hotmail.com,+1-350-996-5745,25,Female,2018-09-30,,0,Free,Tampere,30891,2019-08-16
494,Michael Johnson,michael.johnson88@gmail.com,+1-785-785-1524,72,Male,2022-07-08,,0,Premium,Tampere,53526,2023-10-14
495,Linda Jones,linda.jones34@example.com,+1-393-419-8960,39,Female,2017-05-20,,0,Basic,Tampere,82704,2018-03-25
496,Linda Brown,linda.brown41@example.com,+1-530-916-6610,48,Male,2018-10-10,2022-10-15,1,Basic,Jyväskylä,86570,2024-10-02
497,Emily Williams,emily.williams6@example.com,+1-886-927-7435,68,Male,2017-01-01,2018-04-18,1,Free,Pori,72081,2021-08-25
498,Robert Brown,robert.brown13@gmail.com,+1-508-465-9827,76,Other,2018-07-08,,0,Basic,Lahti,66938,2024-10-16
499,Michael Smith,michael.smith34@hotmail.com,+1-516-696-5994,46,Male,2019-06-26,2024-08-03,1,Free,Pori,39529,2024-01-14
500,Alex Garcia,alex.garcia94@example.com,+1-434-808-4127,67,Other,2020-08-03,2023-12-01,1,Basic,Jyväskylä,10603,2021-12-06
501,Alex Jones,alex.jones13@gmail.com,+1-211-467-2570,78,Female,2020-07-23,2021-05-11,1,Basic,Helsinki,18999,2022-10-17
502,John Garcia,john.garcia78@yahoo.com,+1-660-739-5714,66,Other,2015-11-24,2023-07-29,1,Free,Tampere,34797,2019-12-02
503,John Johnson,john.johnson72@yahoo.com,+1-456-945-3158,23,Other,2021-03-03,2021-05-17,1,Free,Kuopio,84875,2022-07-29
504,Michael Miller,michael.miller8@gmail.com,+1-214-505-9418,42,Other,2024-04-29,,0,Basic,Kuopio,36102,2025-03-25
505,Sarah Davis,sarah.davis5@gmail.com,+1-435-354-3042,79,Female,2022-12-23,2024-12-23,1,Premium,Kuopio,19036,2024-03-23
506,Laura Wilson,laura.wilson81@example.com,+1-543-204-6585,38,Other,2016-03-09,,0,Enterprise,Vantaa,46573,2025-03-30
507,John Johnson,john.johnson96@yahoo.com,+1-939-615-3005,47,Other,2021-01-09,,0,Premium,Helsinki,80073,2022-10-09
508,Robert Rodriguez,robert.rodriguez68@yahoo.com,+1-444-417-8288,49,Female,2020-11-20,,0,Free,Pori,68723,2024-11-24
509,Sarah Wilson,sarah.wilson75@hotmail.com,+1-423-519-6731,78,Male,2017-09-22,2022-05-23,1,Basic,Tampere,43799,2019-03-11
510,David Williams,david.williams57@yahoo.com,+1-749-392-1778,29,Other,2024-07-12,,0,Basic,Vantaa,16468,2025-03-04
511,Linda Garcia,linda.garcia41@gmail.com,+1-332-334-7550,38,Male,2017-11-07,,0,Premium,Helsinki,34033,2024-11-03
512,David Smith,david.smith65@gmail.com,+1-539-863-8109,52,Other,2016-03-28,2022-03-06,1,Enterprise,Kuopio,07120,2023-02-07
513,Jane Davis,jane.davis28@hotmail.com,+1-262-376-2564,65,Other,2017-03-12,,0,Basic,Espoo,55762,2018-09-24
514,Robert Smith,robert.smith4@example.com,+1-286-217-3951,53,Male,2016-06-05,,0,Premium,Oulu,22688,2017-08-23
515,Jane Williams,jane.williams64@gmail.com,+1-612-295-7949,52,Male,2020-08-12,,0,Basic,Espoo,38184,2022-05-01
516,John Williams,john.williams62@example.com,+1-896-644-4922,56,Male,2020-10-21,,0,Premium,Jyväskylä,97456,2023-04-18
517,Sarah Smith,sarah.smith41@gmail.com,+1-818-791-5211,56,Female,2022-10-30,,0,Basic,Kuopio,17248,2025-01-24
518,Sarah Wilson,sarah.wilson13@hotmail.com,+1-987-282-4490,34,Female,2023-01-15,2024-10-13,1,Basic,Oulu,56361,2023-07-26
519,Michael Miller,michael.miller55@gmail.com,+1-285-493-2346,39,Male,2019-05-21,2020-10-15,1,Free,Espoo,55642,2025-02-18
520,David Williams,david.williams47@gmail.com,+1-313-403-7996,27,Female,2015-11-26,,0,Free,Jyväskylä,55069,2019-04-11
521,Alex Brown,alex.brown80@hotmail.com,+1-951-563-2491,59,Other,2018-11-13,2024-05-05,1,Premium,Jyväskylä,15294,2024-09-17
522,Alex Smith,alex.smith33@hotmail.com,+1-650-544-5503,43,Other,2022-01-25,,0,Premium,Turku,55168,2022-06-24
523,Sarah Rodriguez,sarah.rodriguez16@gmail.com,+1-595-908-1530,65,Female,2022-01-06,2023-08-02,1,Free,Helsinki,02953,2022-07-17
524,Linda Rodriguez,linda.rodriguez13@yahoo.com,+1-758-579-4560,55,Other,2023-04-11,2024-02-01,1,Premium,Tampere,60727,2025-01-15
525,Alex Johnson,alex.johnson40@gmail.com,+1-852-852-7041,40,Female,2022-07-07,2024-07-14,1,Enterprise,Oulu,39498,2022-09-10
526,David Rodriguez,david.rodriguez64@hotmail.com,+1-691-654-7816,45,Male,2017-11-12,2023-04-05,1,Enterprise,Lahti,26013,2024-01-07
527,Sarah Rodriguez,sarah.rodriguez33@hotmail.com,+1-252-203-3792,44,Other,2022-04-01,,0,Free,Espoo,17922,2023-01-14
528,Jane Rodriguez,jane.rodriguez45@yahoo.com,+1-365-250-3355,28,Female,2023-10-10,,0,Premium,Jyväskylä,45784,2023-11-04
529,Sarah Brown,sarah.brown65@example.com,+1-888-953-4841,49,Male,2017-12-27,,0,Enterprise,Kuopio,15865,2021-04-30
530,Jane Williams,jane.williams28@example.com,+1-499-500-8702,34,Other,2019-02-19,,0,Free,Espoo,57927,2019-07-09
531,Robert Jones,robert.jones97@example.com,+1-734-835-2140,50,Female,2017-01-09,2019-10-11,1,Free,Oulu,82985,2018-12-26
532,Sarah Smith,sarah.smith27@gmail.com,+1-984-338-3163,47,Male,2023-07-06,,0,Free,Vantaa,06218,2024-06-22
533,David Rodriguez,david.rodriguez50@example.com,+1-521-790-9086,77,Female,2016-10-19,,0,Basic,Turku,76425,2024-03-31
534,Laura Davis,laura.davis58@gmail.com,+1-911-441-9990,32,Female,2021-07-06,2024-02-11,1,Enterprise,Lahti,72438,2022-01-21
535,John Wilson,john.wilson9@hotmail.com,+1-830-396-8847,73,Female,2016-03-07,2016-12-05,1,Free,Turku,26227,2021-10-27
536,Linda Davis,linda.davis45@hotmail.com,+1-467-934-1894,18,Female,2020-07-01,,0,Basic,Jyväskylä,70239,2022-06-28
537,John Jones,john.jones3@hotmail.com,+1-718-337-1870,27,Male,2023-10-12,2023-10-31,1,Basic,Lahti,69838,2024-06-24
538,Robert Wilson,robert.wilson32@gmail.com,+1-818-852-6164,40,Male,2016-05-23,,0,Enterprise,Helsinki,55704,2020-03-29
539,Sarah Brown,sarah.brown57@example.com,+1-519-902-7406,46,Other,2020-03-29,2021-08-31,1,Basic,Kuopio,59442,2022-06-16
540,Laura Garcia,laura.garcia83@yahoo.com,+1-247-984-2025,71,Male,2021-08-16,,0,Enterprise,Kuopio,97724,2022-04-13
541,Robert Smith,robert.smith84@example.com,+1-810-364-7140,44,Male,2024-10-29,2024-12-05,1,Enterprise,Oulu,88802,2025-02-04
542,Jane Wilson,jane.wilson74@yahoo.com,+1-961-892-4324,53,Other,2021-04-02,,0,Enterprise,Pori,76445,2022-05-20
543,Laura Miller,laura.miller81@yahoo.com,+1-934-239-6366,27,Other,2020-07-31,2023-11-07,1,Free,Lahti,88019,2023-10-22
544,Laura Jones,laura.jones34@gmail.com,+1-535-286-3775,58,Male,2018-10-22,,0,Enterprise,Tampere,88020,2021-03-19
545,Emily Garcia,emily.garcia64@gmail.com,+1-399-920-9687,64,Female,2016-05-10,,0,Basic,Kuopio,63712,2022-08-26
546,Linda Wilson,linda.wilson9@yahoo.com,+1-891-875-2858,23,Female,2016-03-24,,0,Basic,Lahti,61720,2019-10-13
547,Alex Miller,alex.miller48@example.com,+1-838-892-2619,32,Other,2024-12-01,,0,Enterprise,Oulu,54696,2024-12-03
548,Linda Williams,linda.williams77@yahoo.com,+1-239-483-9713,80,Other,2023-01-01,,0,Basic,Helsinki,62380,2023-11-07
549,Sarah Rodriguez,sarah.rodriguez90@hotmail.com,+1-657-917-7480,24,Female,2018-03-31,,0,Premium,Pori,46691,2024-12-25
550,Michael Smith,michael.smith24@hotmail.com,+1-694-267-3572,36,Female,2021-03-09,,0,Premium,Kuopio,72659,2024-03-13
551,Jane Jones,jane.jones5@example.com,+1-982-280-8622,47,Female,2022-11-01,,0,Premium,Helsinki,43123,2023-11-12
552,Emily Garcia,emily.garcia74@gmail.com,+1-894-700-5438,64,Other,2022-07-19,2023-06-02,1,Premium,Turku,05585,2024-07-20
553,David Smith,david.smith76@hotmail.com,+1-604-961-1420,35,Male,2021-09-29,,0,Premium,Helsinki,15362,2022-10-09
554,David Miller,david.miller95@example.com,+1-626-994-4646,45,Other,2016-12-12,,0,Enterprise,Turku,90645,2024-10-17
555,Sarah Garcia,sarah.garcia2@yahoo.com,+1-670-803-8998,30,Female,2018-05-11,,0,Premium,Jyväskylä,08990,2023-08-29
556,Jane Rodriguez,jane.rodriguez74@example.com,+1-860-853-5122,68,Other,2015-12-23,2022-03-04,1,Premium,Tampere,30604,2017-09-17
557,David Wilson,david.wilson32@gmail.com,+1-784-724-4485,26,Other,2019-08-09,,0,Free,Kuopio,85758,2020-11-24
558,John Smith,john.smith89@hotmail.com,+1-921-782-6134,18,Male,2022-06-27,,0,Free,Oulu,42590,2022-07-06
559,Linda Davis,linda.davis45@gmail.com,+1-906-390-1157,65,Female,2016-07-21,,0,Premium,Espoo,18701,2021-05-30
560,Jane Smith,jane.smith93@example.com,+1-473-223-2335,36,Female,2016-06-23,,0,Enterprise,Tampere,02820,2023-03-27
561,Michael Garcia,michael.garcia53@yahoo.com,+1-426-638-3916,33,Other,2017-08-14,,0,Free,Tampere,33032,2022-09-14
562,Michael Miller,michael.miller23@hotmail.com,+1-676-874-1500,67,Male,2023-10-22,,0,Free,Turku,62246,2025-03-01
563,Sarah Garcia,sarah.garcia81@example.com,+1-461-897-2044,23,Other,2020-09-27,,0,Enterprise,Kuopio,95857,2024-08-14
564,Jane Miller,jane.miller13@example.com,+1-259-719-5074,31,Other,2024-08-20,,0,Free,Kuopio,31314,2025-02-22
565,Alex Johnson,alex.johnson62@yahoo.com,+1-617-960-6248,48,Female,2017-05-31,,0,Premium,Jyväskylä,06796,2018-09-03
566,Emily Davis,emily.davis61@gmail.com,+1-733-494-1097,25,Male,2024-10-05,2024-10-18,1,Free,Vantaa,60537,2025-04-24
567,Michael Davis,michael.davis17@example.com,+1-676-233-4621,46,Female,2019-04-29,,0,Enterprise,Kuopio,91821,2022-10-01
568,Laura Garcia,laura.garcia53@example.com,+1-611-509-1261,53,Other,2022-12-12,,0,Free,Pori,44198,2025-02-13
569,Michael Wilson,michael.wilson78@hotmail.com,+1-691-665-4431,43,Male,2017-08-05,,0,Free,Pori,93864,2019-04-17
570,Alex Brown,alex.brown18@hotmail.com,+1-476-812-5775,32,Other,2024-12-15,2024-12-18,1,Premium,Turku,68085,2025-03-01
571,Jane Rodriguez,jane.rodriguez75@hotmail.com,+1-272-670-3305,51,Female,2022-09-19,,0,Enterprise,Tampere,57962,2024-11-25
572,Emily Davis,emily.davis82@example.com,+1-505-992-4962,78,Female,2024-02-19,,0,Free,Espoo,27185,2024-09-06
573,Robert Wilson,robert.wilson33@gmail.com,+1-889-425-8432,78,Female,2024-01-14,,0,Free,Pori,78551,2024-02-07
574,John Wilson,john.wilson29@example.com,+1-725-748-8885,30,Female,2023-03-20,2024-03-10,1,Premium,Helsinki,54361,2023-07-24
575,Michael Davis,michael.davis56@hotmail.com,+1-740-320-9734,18,Male,2021-10-25,2024-12-26,1,Basic,Helsinki,37435,2021-12-10
576,Emily Miller,emily.miller75@gmail.com,+1-690-994-7098,33,Female,2025-04-25,,0,Free,Pori,62840,2025-04-27
577,Alex Rodriguez,alex.rodriguez99@yahoo.com,+1-761-651-1674,61,Other,2020-01-03,,0,Free,Pori,98852,2023-02-07
578,Robert Johnson,robert.johnson72@gmail.com,+1-516-949-5609,50,Male,2017-12-09,,0,Enterprise,Kuopio,23118,2024-06-25
579,John Smith,john.smith7@gmail.com,+1-865-224-7155,66,Female,2023-02-19,,0,Enterprise,Espoo,47294,2025-01-24
580,Alex Smith,alex.smith77@hotmail.com,+1-325-492-5787,58,Female,2025-01-14,,0,Premium,Vantaa,17725,2025-02-08
581,John Brown,john.brown76@gmail.com,+1-362-973-6091,40,Female,2024-07-01,,0,Free,Helsinki,75845,2025-02-19
582,Jane Smith,jane.smith12@hotmail.com,+1-364-228-9982,29,Male,2021-11-26,,0,Free,Helsinki,47146,2022-05-20
583,Emily Jones,emily.jones83@yahoo.com,+1-645-404-1230,39,Male,2017-01-04,2023-01-11,1,Basic,Oulu,91110,2021-09-16
584,Robert Johnson,robert.johnson33@example.com,+1-638-801-2733,22,Female,2021-07-09,,0,Basic,Oulu,27878,2022-04-07
585,Michael Brown,michael.brown31@hotmail.com,+1-586-612-4615,43,Male,2018-03-17,,0,Basic,Lahti,25109,2019-12-01
586,David Rodriguez,david.rodriguez79@example.com,+1-876-380-5189,69,Male,2018-09-25,,0,Free,Helsinki,47081,2018-12-11
587,Emily Davis,emily.davis8@yahoo.com,+1-583-901-2470,76,Female,2017-06-18,,0,Premium,Espoo,12249,2024-11-02
588,Laura Jones,laura.jones38@example.com,+1-981-759-9882,46,Male,2022-03-27,,0,Free,Lahti,92515,2024-07-23
589,Jane Smith,jane.smith32@hotmail.com,+1-257-730-4817,70,Male,2016-03-28,2024-12-08,1,Basic,Helsinki,79964,2017-06-21
590,David Miller,david.miller8@example.com,+1-985-598-1150,39,Other,2021-02-27,,0,Enterprise,Turku,36781,2024-04-01
591,John Miller,john.miller74@gmail.com,+1-247-475-8038,53,Male,2021-04-13,,0,Free,Tampere,22414,2024-10-12
592,David Brown,david.brown94@yahoo.com,+1-229-553-8909,60,Male,2022-11-27,,0,Premium,Espoo,64712,2024-12-29
593,Robert Williams,robert.williams31@gmail.com,+1-478-277-3568,69,Other,2020-08-13,,0,Basic,Kuopio,40926,2022-08-24
594,Laura Jones,laura.jones30@example.com,+1-238-202-7971,21,Other,2020-03-23,2023-07-04,1,Enterprise,Oulu,59751,2023-01-15
595,Michael Davis,michael.davis54@example.com,+1-854-862-8562,54,Other,2015-04-11,,0,Premium,Oulu,33253,2024-07-29
596,Laura Williams,laura.williams31@gmail.com,+1-687-837-9820,37,Other,2019-07-17,,0,Free,Jyväskylä,48104,2021-08-31
597,Michael Garcia,michael.garcia52@gmail.com,+1-771-851-9724,46,Other,2019-03-31,,0,Enterprise,Vantaa,79187,2021-02-23
598,David Brown,david.brown75@yahoo.com,+1-891-581-4190,78,Other,2020-11-24,,0,Free,Espoo,87906,2023-05-07
599,Michael Wilson,michael.wilson56@gmail.com,+1-833-981-4866,62,Female,2016-08-19,2017-11-10,1,Premium,Espoo,34434,2021-06-28
600,Jane Jones,jane.jones55@example.com,+1-318-518-6187,44,Other,2024-09-12,,0,Basic,Helsinki,31107,2025-03-15
601,Emily Miller,emily.miller92@yahoo.com,+1-620-366-5715,68,Male,2024-03-07,,0,Premium,Espoo,47825,2024-08-12
602,Robert Brown,robert.brown28@gmail.com,+1-604-355-7736,76,Male,2024-09-27,,0,Premium,Tampere,77181,2025-02-13
